# w_1 w_2 VF 
9.372675181626698659e+00 8.115510364082874517e+00 -1.709861384034973009e-01
2.526833819073436072e+00 3.560934376610569441e+00 -8.013587854282105960e-03
4.867934442339636014e+00 2.258104785161564543e+00 -6.532741259951904134e-01
6.555358003531127409e+00 3.849180514880876203e+00 -5.197460699107883109e-01
5.410340576311999605e+00 4.043604139934910968e+00 -3.941145334029655389e-01
6.877938260416605054e+00 3.512938326200617745e+00 -5.933826860467541486e-01
3.122063249276976649e+00 7.047998993203949958e+00 2.266528404198864255e-02
6.674406237074536064e-01 7.549175970916465417e+00 -1.860372185953902413e-01
1.675816887066809757e+00 4.171889872068177851e+00 -2.131316239204267271e-02
1.351840085714798523e+00 4.007779914486913064e+00 -5.810870823381952821e-02
8.967661291056529649e+00 3.079524457837934936e-01 -1.196340510707873728e+00
3.136274190535996542e+00 8.853695824194579345e+00 2.005525609328095982e-02
4.911095914556035780e+00 6.954283591151340538e+00 2.498573026974371114e-02
1.239774960602351817e+00 4.436482781075212323e+00 -8.086920487581666928e-02
2.864146561303964944e+00 8.868923961226755637e+00 1.166884672777412923e-02
7.810035115227686120e+00 1.916579662437829956e+00 -9.123625635984717874e-01
6.957527945766205590e+00 1.272255697009755382e+00 -9.633867558340364345e-01
2.481326393518345164e+00 7.567650622643212976e+00 7.074173614838974444e-03
5.716159214206230077e-01 8.652148806812141046e+00 -2.495178323604467785e-01
2.356683693460129625e+00 6.486735413732497513e+00 6.728096645089789996e-03
9.187260393296714511e+00 4.993353791744916670e+00 -4.103392770833003134e-01
3.671064262102399667e+00 7.690707302142687496e+00 2.325041110101461195e-02
1.440777576040234376e+00 7.481931012242956314e+00 -1.030398759073049980e-01
4.949183923376831551e+00 4.927339065582929223e+00 -1.313785770511697315e-01
9.454778482743888546e+00 3.483261608368787843e-01 -1.158262844256300106e+00
3.315614534038904715e+00 1.100937133720269190e-01 -7.475082793678309301e-01
2.906200311067697939e+00 3.332420228482610991e+00 -1.046168960146443838e-01
5.903374165556877884e+00 2.883621369110449528e+00 -6.628178668753198499e-01
5.829118176169682641e+00 5.295266105007549129e+00 -1.992574270917671919e-01
2.497849302556911955e+00 6.454771847573844923e+00 1.368023459899195271e-02
5.152151852150788081e+00 7.755938081877768120e+00 2.465012588069215305e-02
1.249205006489295666e+00 6.511583040374698150e+00 -1.156244621147411722e-01
7.076184899283813223e+00 9.264620873530319045e+00 1.818790110919776826e-02
6.760928347212227685e+00 6.350107449813374494e+00 -1.447652902480628390e-01
1.160436389979661698e+00 3.998292510735550476e-01 -5.565282488496174906e-01
3.875620871317297933e+00 6.734896132532010027e-01 -7.555621452242462510e-01
4.636608952378217019e+00 6.147518503219714603e+00 2.706128246091465961e-02
3.746034231152790106e+00 5.222819022464350702e+00 2.785095138528664860e-02
2.823578823138002569e+00 9.779857871658565571e+00 -1.324209326244955576e-01
3.487059089726866734e+00 3.597797793084308443e-02 -7.626044685371081711e-01
6.892505549186716429e+00 1.893661801328132832e-01 -1.068418294351586972e+00
7.006590471562664568e+00 7.684101481635392084e+00 1.008827912980925223e-02
3.857622316232106829e+00 2.325069674039318190e+00 -4.992953003305533044e-01
2.086433104397848126e+00 2.825448500663417573e+00 -9.332523572871054274e-02
7.831495194095985823e+00 1.898416217209649259e+00 -9.156962471109147961e-01
3.831950516988524846e+00 9.628144627175597492e+00 -7.422836979947777802e-02
3.472656904336975270e+00 8.739514358043866338e+00 2.052424379069817117e-02
1.163628980874336305e+00 4.160200116238017998e+00 -8.786524030109588157e-02
9.373430348367488563e+00 2.181269802609613340e+00 -8.522285419712513077e-01
1.744839532179922825e+00 7.673256038050619843e+00 -6.627146682749959772e-02
2.065432635100534764e+00 4.779170308711162107e+00 4.213784028227002265e-03
6.514241011647270874e+00 3.743054844839402318e+00 -5.378740375191510825e-01
6.598206837291941129e-01 9.426265335241666321e+00 -2.862848234274161796e-01
1.643583111565832588e+00 9.715632494958036602e+00 -2.690925548102528486e-01
2.608835519230590538e+00 7.411022935648502674e+00 1.392997500625775542e-02
1.024309357048416524e+00 1.556321225714407674e+00 -3.588692808554649338e-01
3.032142045811181408e+00 6.858674028668679590e+00 2.267013203422305057e-02
1.958051583283405117e+00 4.360411295179248192e+00 -3.017766273863686788e-04
6.701857254029029320e+00 1.972229523151283193e+00 -8.450756487460757693e-01
8.861061097215266358e+00 6.517897396277128053e+00 -2.584918685693062823e-01
7.617221189151112348e+00 4.702925583684888777e-01 -1.078261641689977957e+00
5.796477388426692023e+00 1.104059006085928329e+00 -9.177616150298255615e-01
1.445504098705416851e+00 8.204305882810249528e+00 -1.169261770032330866e-01
4.914699456297452862e+00 5.998245552530706348e+00 2.674322744053325707e-02
9.771883707018860221e+00 9.595244520643300135e+00 -8.603896301573477068e-02
7.114369888873656400e+00 1.576297752134401930e+00 -9.220426569180970588e-01
2.626759530744102733e+00 1.910816600228968154e+00 -4.066702317338151684e-01
7.816117048533053335e-01 7.790593978618971072e+00 -1.801045091274041943e-01
7.974598755389859406e+00 5.144363172007204277e+00 -3.627853895190065181e-01
3.009760374435368924e+00 5.291786201450265459e+00 2.385301946566158182e-02
1.357577025088568812e-01 4.789595461571664714e+00 -2.286989260701818849e-01
3.407328669494038564e+00 6.961749136460361420e+00 2.300537869415830716e-02
8.314797294380277037e+00 5.151595363400521599e+00 -3.729420440841753059e-01
3.638596366519974978e+00 1.336277260520803312e+00 -6.489930378996553451e-01
3.022571958279986593e+00 6.821770654119338140e+00 2.266171526456101093e-02
5.012203007750254180e+00 9.665189777375442048e+00 -5.200197122138117134e-02
4.894614801312943797e+00 4.886878790768388825e+00 -1.298402017226286120e-01
7.478585610534223882e+00 1.740125930979092628e+00 -9.241793214990191574e-01
3.101606027186996517e+00 9.151213158935190606e+00 -5.436611276779801383e-03
9.897679736705912390e+00 4.797713204271207843e+00 -4.346330229811036228e-01
4.925159499176118949e+00 6.675164714110536579e+00 2.529386110473563765e-02
6.039795856198899138e+00 5.087351554234975204e+00 -2.625781036890888487e-01
2.497810020617540427e+00 4.613146960153011733e+00 2.140883932162053471e-02
7.450463991101583971e+00 6.258681277727820014e-01 -1.063298578332165123e+00
6.723012860506814015e+00 7.129101934473095703e+00 -1.468498771612225529e-02
8.153679859783789396e+00 8.822651081146046792e+00 1.113981619515447274e-02
8.883905198004187653e+00 6.194902158348400079e+00 -2.841844600524938702e-01
2.707611064609103835e+00 9.374954016312589289e+00 -6.316852840653147672e-02
2.928644995630884207e+00 2.968078089331776859e+00 -1.884557795227699839e-01
3.850892819044231086e+00 8.304037808544887156e+00 2.269628061573131239e-02
2.411014140363798131e+00 1.426777094215938568e+00 -4.935828290613073488e-01
7.853698684999566026e+00 7.608171094985508809e+00 -9.702487908837786890e-02
3.932512282455224106e+00 5.535278719103124523e+00 2.767414974128518113e-02
1.118658103336575449e+00 6.119996799978936197e-01 -5.294213636552349556e-01
4.915041498078623228e+00 1.165848300811951788e+00 -8.063272382159181184e-01
2.294418096190749878e+00 5.720865685683167001e+00 9.947321362347556761e-03
5.610931849283706363e+00 1.735198931828322522e+00 -8.128202842269378614e-01
1.583981803552657164e+00 8.510719001348570956e+00 -1.077764090895448473e-01
9.005528060283639391e+00 9.849846832360057647e+00 -2.282063013371637972e-02
7.863432102036298055e+00 6.004177395661325356e+00 -2.561514528149394510e-01
7.032436561240764661e+00 3.351339121407086008e+00 -6.282535054288227450e-01
8.093023119451627778e+00 1.084153310619347055e+00 -1.046329395291337505e+00
1.965126426275123128e+00 5.902864014822196914e+00 -1.360902322078613724e-02
4.927991247382723650e+00 6.034974659055497570e-01 -8.834791926731432321e-01
4.126246249462763416e+00 7.546628597578147968e+00 2.425424164447942399e-02
2.697757180023476753e+00 1.723902187186566293e+00 -4.597223034977361289e-01
1.733125264653895048e+00 7.371883036109316834e+00 -6.178767639681005674e-02
1.283459408163009074e+00 2.283987365580729900e+00 -1.854952291339656278e-01
4.247236731094402445e-02 9.838934368268482444e+00 -3.054352545628363780e-01
5.739626183287969141e+00 1.401910125232152415e+00 -8.624766852355602031e-01
7.197567453899567091e+00 3.620963124481419992e+00 -5.807365325195757988e-01
6.981196902176017183e+00 2.424993449533491496e+00 -7.995466186723984015e-01
8.678457619186366045e+00 6.023534090643742012e+00 -2.908499315345803860e-01
9.223890879174106772e+00 6.496460398276031611e+00 -2.746068712784208721e-01
6.197546432614546852e+00 1.583422112185663533e+00 -8.699977756309140720e-01
4.378877124496334261e+00 3.907718868843280458e+00 -2.378450802273794629e-01
7.891198958064002511e+00 4.672067840560790053e+00 -4.233808916620800389e-01
2.757196979164702633e+00 1.214758864742413014e+00 -5.718293981030111439e-01
6.946710360069481283e+00 6.731580921801899819e+00 -1.152636007611237412e-01
8.890097302166061866e+00 1.084842275269308765e+00 -1.078116711950845463e+00
4.224425463673068037e+00 9.174837570371702000e+00 6.045844694839097588e-03
7.776663729978301909e+00 4.071151077662897855e+00 -5.112504703720277544e-01
4.292002970357713387e+00 2.680614199649050011e+00 -4.860110889398739364e-01
6.212953415642039623e+00 3.829928283806582900e+00 -5.082933055767219210e-01
4.522893437557478968e+00 4.132282260539904328e+00 -2.205558142439230651e-01
6.763061632899199260e+00 2.506906203583838977e+00 -7.736633446503862199e-01
3.662628724273128800e+00 3.195082532160595790e-01 -7.645458031167846613e-01
8.111642024804321949e+00 2.732906081142574717e+00 -7.610611223031972239e-01
1.714581840739558272e-01 6.787840120590774795e+00 -2.293685914855261854e-01
4.709455231728012059e+00 2.256174953101849567e+00 -6.308072688476034084e-01
7.777952343212643171e+00 6.664797421682234990e+00 -1.881731565306223875e-01
7.683801225738883467e+00 6.591896352778082502e+00 -1.893346841559967464e-01
3.790543006850256580e-01 5.794493273172895975e-01 -5.044193443163648150e-01
4.704845236050150703e+00 1.241805609189962745e+00 -7.699775542028511888e-01
4.502370682417324410e+00 8.280509976454373700e+00 2.430708024950989365e-02
3.611118653102109111e+00 7.594413840231481139e+00 2.301012114784667384e-02
1.127170166827376363e+00 7.925808465990579421e+00 -1.462364228462944560e-01
6.121129370550373316e+00 6.135085020478077134e+00 -8.992042961216406560e-02
1.210294092209011740e+00 3.291012259570968101e+00 -6.581903522623555602e-02
5.625506344592023034e+00 2.102824296827925821e+00 -7.695186818442172338e-01
5.503850123897692903e+00 2.739139582551835428e+00 -6.496796142197026613e-01
9.306972819896202509e+00 4.097586237147775812e+00 -5.271406005945575846e-01
6.738303874958567086e+00 7.561388362998576085e+00 1.760879702477546882e-02
7.988558424823124504e+00 7.851727420968157567e+00 -7.959297908760842866e-02
2.868041598208991960e+00 8.743744181418037442e+00 1.574608744564176543e-02
3.247852910177308594e+00 1.429613026790321206e-01 -7.415316727776548600e-01
3.569367776623378230e+00 2.470085490250498950e+00 -4.173965988649281367e-01
2.633726550426591206e+00 5.618285507095358788e+00 2.080509381135859509e-02
9.390165987355878485e+00 5.605594521786939843e+00 -3.489812989257103926e-01
3.519720145725138583e+00 2.639727593534133998e+00 -3.680637630530266824e-01
4.188507564596818611e+00 1.892141960590767447e+00 -6.278098370153708530e-01
8.075164615278433544e+00 8.595459100616686499e+00 6.794781035190933238e-05
9.372755107419237230e-01 3.624224761431824149e+00 -1.098345735196621376e-01
2.054219404985206943e+00 6.539555695519570833e+00 -1.520319127522409830e-02
9.425484455371964998e+00 3.278536404003312033e+00 -6.533320178710242399e-01
5.415586254662671628e+00 9.163244788386164075e+00 2.021447296407963279e-02
7.938447162569121751e+00 5.586339211904577162e+00 -3.072519529600231669e-01
6.088332873289864722e+00 3.682396353429449043e+00 -5.268303861467642513e-01
7.037034511013930960e+00 3.874947268365035224e+00 -5.293754700043578065e-01
6.604208475433220649e+00 2.350730730174156680e+00 -7.892515433285269832e-01
5.809768838520502854e+00 4.035832897424425525e+00 -4.404955205861155187e-01
6.089533835452389354e+00 1.805090076451204117e+00 -8.344434807712699520e-01
1.620141190267377018e+00 7.225859283833981017e+00 -7.530228228848273586e-02
8.332311318152521906e+00 6.816126859841560304e+00 -2.087653883839768465e-01
9.696138474597196577e+00 5.907903925723448912e-01 -1.097629464243248032e+00
7.288022475175925052e+00 2.550479366924212066e+00 -7.914891478584135109e-01
4.410760319308928423e+00 4.292168072733550388e-01 -8.317403561025795700e-01
1.511693052698470430e+00 2.684784963180359529e+00 -7.414642093298301484e-02
6.150511333066975839e-01 3.512382480545372054e+00 -1.518516899629552275e-01
1.641024674290242347e+00 1.537147780013569331e+00 -4.023138651463568638e-01
3.068835027843621166e+00 2.089213876729648423e+00 -4.262234918601013334e-01
2.864292609366974940e+00 9.389492768487464502e+00 -5.668924987675455496e-02
7.307166062987623611e+00 5.585878375672349350e+00 -2.787006529606306238e-01
1.889742429582258243e+00 1.104415958028958755e+00 -5.081544166792543171e-01
1.209029768106570923e+00 4.641994260683324214e+00 -8.871242491726877288e-02
5.319522691229799705e+00 6.617913318865823236e+00 2.532473566657522657e-02
5.503734812870503923e+00 2.690793655761525738e+00 -6.583823614074788555e-01
7.082515173819513343e+00 4.930720591763190219e-01 -1.062826825266183439e+00
9.843422531379351526e+00 5.345554386689974180e+00 -3.775115554168489984e-01
3.618297862710505797e+00 7.596873626188668460e+00 2.303497581115315773e-02
8.784881547177189276e+00 3.978419965901672573e+00 -5.433224015047013467e-01
2.824471903052313326e+00 7.458036449893746811e-01 -6.577828516954580262e-01
4.194644584619095617e+00 1.364101481418411366e+00 -7.020344318641715819e-01
9.703853986866432635e+00 8.629368371486989986e+00 -1.631363162584908988e-01
4.505181847228870717e-01 6.310111033252434609e+00 -2.176282180116163312e-01
3.451265186181892375e+00 2.494538195085974408e+00 -3.914825776444444960e-01
2.749677790632338859e+00 1.897972490537406687e+00 -4.257049297904021978e-01
6.883572184661095328e+00 7.698195055385703256e+00 1.608840285031043482e-02
7.146286144999943524e+00 4.398588992789040475e+00 -4.372743237127164617e-01
8.474629098152565376e+00 5.207928344945599974e+00 -3.707406184946421268e-01
9.277435131160222781e+00 2.637324110371734420e+00 -7.699987658280452729e-01
5.553421211271645369e-03 5.359956274916023666e+00 -2.629554928331399033e-01
4.686039435512104667e+00 3.720038352445333985e+00 -3.339514908541245108e-01
8.814114358931329107e+00 3.661289317602131721e+00 -5.939422055598482242e-01
3.957862830698516188e+00 2.092715091132748118e+00 -5.678297387133215413e-01
2.681117738126108208e+00 6.658000512767251244e+00 1.866933360503256201e-02
6.413416528316608911e+00 9.645941798439800152e+00 -1.560378184022737091e-02
9.310108344901534494e+00 4.469509074879064237e+00 -4.760203232617311597e-01
3.194849524030102472e+00 1.000572201322266208e+00 -6.524759953983378935e-01
1.285926225589172633e-01 5.448647361788363064e+00 -2.584052547130796240e-01
9.114822466413254887e+00 2.904284058766419818e-01 -1.209758652347722396e+00
4.137858689095122777e+00 7.231606469156373507e+00 2.446385846518100982e-02
8.059925035466548593e+00 2.132969781386161667e+00 -8.791724470300598115e-01
8.357243654076247807e+00 8.098909805243486915e+00 -9.161285230801941015e-02
6.000323889908349528e+00 1.851725516373573521e+00 -8.235153205036916946e-01
4.462330877669248963e+00 5.777014501233960431e+00 2.819540532246800346e-02
5.179664998305785417e+00 7.069369551663219120e+00 2.495884710154006036e-02
6.983781750790253540e+00 7.048570654150474901e+00 -6.618938339837843188e-02
4.286316928751950250e+00 4.213147696601273751e+00 -1.538976629144411801e-01
7.363165441390200350e+00 6.379854081330451621e+00 -1.914839300672963596e-01
1.828532817812358990e+00 5.967131156567267780e+00 -2.848586979808279823e-02
3.366307798586053862e-02 5.063852052127791659e+00 -2.456403141340542384e-01
8.232803412103294249e+00 7.936600188233468245e+00 -9.923479370144727696e-02
7.814618976300313768e+00 9.381679038213865951e+00 1.646272571964735310e-02
5.327970139378496173e-01 4.665120741375810565e-01 -5.250126432910900975e-01
2.189655815146057893e+00 9.079023340137526432e+00 -6.235389081590853033e-02
8.143341148966182885e+00 3.551580507788450358e+00 -6.042088637321534339e-01
8.434244913874435312e+00 4.179872634684531185e+00 -5.080799647996604440e-01
5.974594355863424688e+00 9.385439250151550894e+00 8.065146456028515765e-03
9.730274272554884973e+00 8.545590662079771249e+00 -1.689881529435659502e-01
3.270946809590695281e+00 9.394577382613162442e+00 -4.070697928081173922e-02
9.815267677351233289e+00 8.827570780417264729e+00 -1.580135628704260053e-01
9.525190282397009156e+00 5.783879814980106282e+00 -3.351926623852417020e-01
1.631830317958972154e+00 5.330013262240893557e-01 -5.719613250985355890e-01
1.390934771830177663e+00 9.199964137951504028e+00 -2.022652435694738959e-01
7.987760122147625097e+00 9.678721039204130960e+00 -3.127057099956420672e-03
7.663218272002996656e+00 8.064756303157878392e+00 -1.327605058589154119e-02
1.217616027699868209e+00 6.359121479717913417e+00 -1.179734306668289989e-01
5.112097842508478429e+00 9.474528966229689431e+00 -1.404719729669290373e-02
6.396917527728719577e+00 6.441688984335918633e+00 -7.758035526894890843e-02
8.524754062969263302e+00 8.762342684290910455e+00 -2.685885789246933442e-02
1.937727033502632867e+00 3.449995730861649790e+00 -1.002585226487606729e-03
3.677471637598328957e+00 6.648599939442983775e+00 2.359703017399761293e-02
5.165110765675690274e+00 6.703656157913178149e+00 2.552932408228936190e-02
5.501701018794672216e+00 2.147324442898065566e+00 -7.538698433363395512e-01
8.901368128748234909e+00 2.975019021985205292e+00 -7.141899935924476139e-01
1.618812523559030714e+00 7.543839809503552374e+00 -8.068912850938106396e-02
4.411185245892601081e+00 5.347204663425732640e+00 1.962964523322208166e-02
8.475410487972840912e+00 6.068287853697144740e+00 -2.779615332855820409e-01
1.439335049979150183e+00 4.155048465991368012e+00 -4.889355860935307163e-02
2.450991281217112849e+00 1.581334707624915403e-01 -6.795111202325583299e-01
